,titles,category
0,올해부터 수도권   개 대학병원  신규 간호사 채용 면접  같은 날 본다,IT
1,벌써 글로벌 흥행 예고   삼성   폰  새 역사 쓸까,IT
2,갤      년만에     만대 넘긴다 사전예판    만대 청신호,IT
3,세계 최대 핵융합 실험장치  제트  해체 돌입 부품 재활용 가능성 따진다,IT
4,카카오톡  추모 프로필  전환 여부  생전 본인이 결정한다,IT
5,갤럭시     사전예약 판매 신기록 전망 두 자릿수 증가,IT
6, 무조건 할인 먹혔다  쿠팡이츠  요기요 제치고  배달앱  위 ,IT
7,제 이통       주파수 경매     최종 낙찰가  주목 ,IT
8,국내 공공 사이버위협    가      선거철 노린다,IT
9,흙 뿌리고 드릴로 갈아도  멀쩡  혹독한 테스트 견뎌낸 갤   ,IT
10,  게임 규제 완화   게임사에 호재될까,IT
11,넷플릭스 프로레슬링  유튜브         중계권 확보 왜 ,IT
12, 오징어 게임에 삼성 갤럭시폰이 왜 나와   알고 보니 ,IT
13, 오겜  열풍인      술래 잡아낸 로봇  영희 의 눈이 폰카라고 ,IT
14, 기술 자립 강화  화웨이  안방 시장서 스마트폰 판매율     늘리며 애플 압박,IT
15,   한복판에 오겜 영희  우뚝  갤    울트라로  달고나 게임 ,IT
16,스마트폰 시장 침체  중고폰은     성장  억대 넘게 팔렸다,IT
17,  년 중계권에  조    억 투입 넷플릭스가 선택한 프로그램은 ,IT
18,  초강력 게임 규제안 웹사이트서 삭제   반등 기대감에 관련주 상승,IT
19,전병희 싸이토젠 대표  글로벌 톱  암센터 모두 러브콜 올해 매출 급성장 ,IT
20,구글 차세대 폰  픽셀  프로  미리보기  카메라 모양 바뀌었네 ,IT
21,애플카  또 출시 지연되나 블룸버그      년 연기에 자율주행 기능도 하향 ,IT
22,한미     결합  분수령될 통합무효 가처분소송 쟁점은 ,IT
23, 자막뉴스   새로운 방법 썼다    완벽한  복제 원숭이  탄생,IT
24,   서버용 펌웨어 보안 취약점  픽시페일  주의보,IT
25, 제로트러스트 시대    미국은 실현에 올인  한국은 이제 출발선,IT
26, 고고     완전자본잠식 이에이트  상장 가능할까 ,IT
27,갤럭시     인도서 사전예약 판매 신기록,IT
28, 포켓몬보다 재밌네  팰월드  스팀서  일 만에    만 장 팔려,IT
29,한파 만큼이나 추운 게임업계 연이어 들려오는 구조조정    돋보기 ,IT
30,차세대 반도체 핵심입자  트라이온  비밀 풀었다,IT
31,비트코인   만달러 하회 그레이스케일 환매 압력 계속,IT
32,제 이동통신 선정 초읽기 회의론은  여전 ,IT
33,운명의 날 시계   년 연속  자정   초 전 ,IT
34,스마일게이트  첫 투자 영화  전독시  캐스팅 확정   이민호 안효섭 채수빈 나온다,IT
35, 어떤 신발 살까   나이키 매장 안가도 네이버  가 직원처럼 답해준다,IT
36, 권혁빈 이혼소송 쟁점   배우자  회사 설립 기여도 가 끼칠 스마일게이트홀딩스 지분 영향,IT
37, 단통법 폐지  말 많고 탈 많던   년  이제 갈림길,IT
38,진화하는 엔씨     글로벌서 재평가 노린다,IT
39,  시간 잠만 자도    만원 준다  난리난 돈벌이  만명 몰렸다,IT
40,티맥스그룹  티맥스소프트 재인수 추진한다,IT
41, 우주역사    는 환경이 만들지만  미래는 결국 인간 의지에 달려  현안 인터뷰 ,IT
42,신규 가입자 급증한 넷플릭스  프로레슬링 독점 중계에   억 달러 베팅,IT
43,생명   유전자치료 기술로 하지마비 치료 성공,IT
44,오스템임플란트  글로벌 치과기업  위 달성 앞당길 묘안은 ,IT
45,프레스티지바이오파마  허셉틴 시밀러            진출 언제 ,IT
46,     스피커 출하량 급감  생성  도 안 통했다 ,IT
47,유바이오로직스  올해부터 콜레라 공공백신 시장  독식 ,IT
48,갤     인도서 예판  일 만에   만대 전작보다  배 빠른  신기록 ,IT
49,릴리  세계 비만 치료 시장 흔들  비장의 신약  통할까,IT
50, 애플카      년으로 연기   자율주행 레벨도 낮춰 ,IT
51, 제 이통 도전         주파수 경매      사 출사표 들어보니,IT
52,판사출신 게임사 대표   겜잘알  대신  법잘알 로 위기 뚫겠다는데,IT
53,단통법 폐지로 스마트폰 가격 인하     그때는 맞고 지금은 틀리다  이유  가지,IT
54, 해볼 만하다    중동 시장서 기회 찾는 보안기업들,IT
55,넷플릭스            년 독점 중계에    조원 투입,IT
56, 중국폰 보단 삼성이지  판세 뒤집더니 갤     인도서  신기록 ,IT
