,titles,category
0, 날씨  모레 아침까지 강추위 전남   제주 많은 눈,Culture
1, 좋아요 의 달콤함에 푹 빠진 인간처럼 쥐도 셀카 찍는다,Culture
2, 조국 옹호  사과한 공지영 하태경  용기있는 고백에 박수 ,Culture
3,    년  면역력 강한 해  되려면   이 약  남용하면 안돼,Culture
4, 날씨톡톡  낮에도 곳곳 체감       안팎 추위 호남 제주 폭설,Culture
5, 뷔페보다 낫다  비즈니스 손님 사이에서 입소문 난 호텔 점심 코스,Culture
6,치매는 자연스런 노화과정   아뇨  얼마든지 피할 수 있어요 ,Culture
7,사흘째 폭설 광주     강추위에 눈길 사고 속출 종합 ,Culture
8,  세 안선영  꿀피부 유지 비결 공개   이것  절대 안 한다,Culture
9,솥밥 먹을 때  이것 만 빼면  훨씬 건강에 도움,Culture
10, 형당뇨 앓는 영국 전총리   인슐린 다이어트에  경악 ,Culture
11, 너 턱시도 없구나  백만분의 일 확률  흰 젠투펭귄 발견,Culture
12, 날씨  사흘째 한파로 피해 속출   설국 된 서해안 제주도,Culture
13,    화제  실버 취준생  작가 이순자를 기억하십니까  변방에서 안방으로   일하는 사람책 ,Culture
14, 코성형 전  가지 꼭 확인하세요 ,Culture
15,중국인 명동서 싹 쓸어갔다 상위     의 제품 뭐길래,Culture
16, 족발 너무 탔으니 환불해주세요  열어보니 뼈만  덩그러니   법알못 ,Culture
17,유방에  보조개 가 생겼다면    안보이던 증상들 이럴 때 위험 ,Culture
18, 더 혹독한 추위 가능성    이번 한파 끝나도  긴장    녹취록 ,Culture
19,  현대중공업    억 상당 미포만 방파제 복구공사 소송서 승소,Culture
20,직장에 나랑     가 안맞는 사람이 많다면 ,Culture
21,높이      화면 채운 고구려 역사 디지털로 되살아난 광개토왕비,Culture
22, 김태열의 생생건강 펜   급성 심장사 부르는   비후성 심근증   미국 진료지침과 달리 한국인 특성에 맞춘 기준 필요 ,Culture
23,한파 폭설로 얼어붙은 제주  항공기 여객선 결항 이어져,Culture
24,호남 제주 시간당      대설 서울 체감    도,Culture
25,전국 맹추위 계속 강원 산지 체감    도  내일도 강추위 ,Culture
26,하루만에    만 돌파한 유튜브 영상  주인공이 바로 너 였구나 ,Culture
27,고성 향로봉 체감온도 영하   도  최강한파  지속 모레 오후부터 풀려,Culture
28, 정지원의 피부이야기  늙음 신호  목주름 예방할 수 있다,Culture
29,밖에 나가기 무서워 동장군 맹위  울릉도 독도는   일까지  폭설 ,Culture
